sentence_column_name|tag_column_name
Avkastningen på eget kapital uppgick till 18,3 % jämfört med 15,4 % tredje kvartalet 2005 .|2
Lastvolymen ökade med 7 %.|2
Hongkong riskerar sin globala finansstatus på grund av Covid-isoleringen.|0
4 ) Aktieägarens fullständiga namn : Otto Henrik Bernhard Nyberg 5 ) Ytterligare information : Antalet aktier som nu överlåts motsvarar 5,68 % av det totala antalet aktier i Aspo Abp. .|1
Den finska fiberbaserade materialtillverkaren Ahlstrom Corp ( HEL : AHL1V ) sa idag att de beslutade att stänga sin spunlace-kompositproduktionslinje nummer 23 vid Chirnside-fabriken i Storbritannien i slutet av mars 2011.|1
Ruukki omstrukturerar den kommersiella och industriella byggverksamheten i strävan efter permanenta förbättringar samtidigt som verksamheten anpassas till marknadsförhållandena.|1
Affären är i linje med Aspos strategi att expandera i Östersjöregionen och på de östra marknaderna.|2
Singapore i maj 2011 1 juli 2010 - Det finska flygbolaget Finnair Oyj ( HEL : FIA1S ) meddelade idag att det kommer att öppna en daglig linje till Singapore den 30 maj 2011 som en del av sin tillväxtstrategi i Asien .|2
21 december 2010 - Finska industrimaskinföretaget Wartsila Oyj Abp HEL: WRT1V sa i går att de hade vunnit en order på att designa ett flytande naturgas LNG-drivet plattformsförsörjningsfartyg PSV för den norska oljetjänstleverantören Eidesvik Offshore ASA OSL: EIOF.|2
Bruket koncentrerar sig på att få den superkalandrerade linjen att fungera tillfredsställande innan den återupptar sin äldre tidningspapperslinje.|1
Denna djärva snurrande 360 röda tygdesign ligger vackert på Ercols Napoli soffa.|2
MANAVIGATOR-1 november 2010-Översiktsbild av affären: SVENSKA PEAB KÖPER UTHYRNINGSFÖRETAG CRAMO Svenska byggföretaget Peab AB (STO: PEAB B) tillkännagav förvärvet av utrustningsuthyrningsföretaget Cramo Entreprenadmaskiner AB från den finska koncernen Cramo Oyj ( HEL ) : CRA.|1
UPM-Kymmene har genererat fyra kvartal i rad med positivt fritt kassaflöde.|2
Under 2006 uppgick företagets omsättning till cirka 259 miljoner euro och har cirka 8 000 anställda.|1
Aspo Abp BÖRSMEDDELANDE 11 februari 2011 kl. 8.45 ESL Shipping Ltd, en del av Aspo Group, har tecknat ett nytt, långsiktigt avtal med Rautaruukki Corporation för sjötransport av råvaror på Östersjön.|2
Aspos omsättning 2006 uppgick till 225,9 miljoner euro.|1
Den starka tillväxten har fortsatt även i Kina.|2
Policyn syftade också till att göra företagen mer lönsamma och konkurrenskraftiga.|2
ADPnews - 23 dec 2009 - Norsk finanskoncern SpareBank 1 Gruppen AS OSL: SBGRP sa att dess styrelse idag utsåg Jarle Haug till verkställande direktör för dess dotterbolag för skadeindrivning SpareBank 1 Gruppen Finans|1
Det nya företaget, DiaPol Srl, skulle tillverka verktyg avsedda för förbearbetning av glas och sten.|1
Metso kommer att tillhandahålla en sodapanna med en kapacitet på 6 800 ton torrsubstans per dag och en indunstningsanläggning med sex termiska steg och en kapacitet på 1 600 ton per timme.|1
Connectivity Services inkluderar outsourcade Scan and Capture som överför pappersfakturor till elektroniskt format och Basware Business Transactions Service gör det möjligt för kunden att ta emot och skicka fakturor i elektroniskt format.|1
Vår överlägsna kundcentricitet och expertis inom digitala tjänster skiljer oss från våra konkurrenter.|2
Varför sätta upp dyra mobiltelefontorn i glesbefolkade områden när några ballonger klarar sig?|1
com, och vi planerar ständigt nya sätt att betjäna våra kunder online på en mer heltäckande basis, säger Matti Leminen, VD för Anttila Oy.|2
Marathon har nu en andel på 4,6 procent i PLX, stod det enligt Bloomberg.|1
Enligt avtalet kommer Cramo Sverige och dess underleverantör Brinkab AB att tillhandahålla alla ställningsinstallationer vid LKAB:s nya pelletsanläggning i Kiruna i norra Sverige.|2
Men i mars 2009 överlät S:t Petersburgs regering den främre delen av byggnaden med en yta på 1 900 kvadratmeter och en tomt för ett hotell värt 10-15 miljoner USD till företaget Delta.|1
`` Denna fartygsorder kommer att hjälpa Aspo att säkra den långsiktiga konkurrenskraften för sin flotta, både när det gäller teknik och prissättning.|2
Enligt sitt meddelande har Skandinaviska Enskilda Banken AB publ Helsingfors filial den 10 augusti 2009 avyttrat totalt 11 958 000 Alma Media-aktier till Ilkka-Yhtyma Oyj och Kaleva Kustannus Oy, eftersom villkoren i det avtal som bolagen ingick den 1 juli uppfyllde den 2009 juli.|1
Räntenettot var 152,2 miljoner euro , en ökning från 101,0 miljoner euro 2008 .|2
Företaget sa att det har gått med på en osäkrad kreditgräns på 160 miljoner euro från långivare.|1
Stora Ensos mål har sänkts till 4,85 EUR från 5,55 EUR och Holmens mål - till 135 SEK från 150 SEK.|0
Elite Residence Tower, en ny utveckling av Tameer, ligger i hjärtat av Dubai Marina.|1
Bolaget kommer också att få ersättning för att fungera som reservbatchfabrik.|2
Företaget förväntar sig att dess omsättning för hela 2007 kommer att vara 950-1 000 miljoner euro.|1
Systeemitiimis försäljnings- och projektresurser kommer också att stärkas, sa direktör Paul Skogberg.|2
Alfa - gruppen kommer att ha 43,9 % av rösterna i det nya bolaget och Telenor 35,4 % med ett fritt flytande på 20,7 % .|1
Arbetsgivar-anställd-samtalen rörde cirka 500 personer, det vill säga hela personalen i Finland.|1
Handeln med de nya aktierna, som har rätt till utdelning och andra utdelningar av medel, startar på börsen i Helsingfors i morgon.|1
Beslutet måste fattas om gruppen går med på import av estniskt kött och köttprodukter till Finland, tillade tidningen.|1
Det äger nu 80 565 aktier i Amer Sports Corporation, vilket motsvarar 0,11 % av bolagets aktiekapital och röster.|1
Detta beror på att beslutsfattandet av projekt i förhandlingsfasen skjutits upp från den tidigare uppskattningen.|1
Leveranserna har börjat och nätverket kommer att vara redo för lansering inom kort.|2
Industry Investment är mycket intresserad av Glastons solenergiprojekt.|2
Rörelseresultatet exklusive poster av engångskaraktär uppgick till 5,4 miljoner euro jämfört med 5,5 miljoner euro under motsvarande period 2007 .|0
Målet för 2015 års omsättning har satts till 1 miljard euro och målet för avkastning på investeringen till över 20 %.|2
I januari-september 2007 steg Finnlines omsättning till 505,4 miljoner euro från 473,5 miljoner euro under motsvarande period 2006.|2
Genom att kombinera sina befintliga lösningar till en enda plattform sa Comptel att det har minskat kostnaderna för driftsättningen.|2
Exporten står för ungefär en tiondel av företagets årliga omsättning på en miljard kronor.|1
Rörelseresultatet visade en förlust på 2,9 miljoner euro, medan det året innan visade en vinst på 0,6 miljoner euro.|0
Ahlstroms 5 700 anställda betjänar kunder via försäljningskontor och produktionsanläggningar i mer än 20 länder på sex kontinenter.|1
SSH etablerar en ny global försäljnings- och marknadsföringsgrupp som ska ledas av George Adams; Adams etablerar en global försäljnings- och marknadsföringsgrupp för att driva världsomspännande program som stöder SSH Tectia Enterprise Security Solutions|1
Denna lösning är en förlängning av den befintliga onlineförmedlingslösningen som tidigare levererats av Comptel och IBM.|1
Omsättningen för Power Plants-verksamheten var 710,3 miljoner euro 2005.|1
Inom ramen för partnerskapet har Nokia Siemens Networks tecknat ett första ramavtal om köp med Sitronics dotterbolag JSC Mikron, som är den största tillverkaren och exportören av mikroelektroniska komponenter i Ryssland.|2
Rörelsevinsten var 0,6 miljoner euro, en förlust på 19 miljoner euro ett år tidigare.|2
Incap Furniture förhandlar just nu om personalnedskärningar.|0
Under 2008 stod stålindustrin för 64 procent av de transporterade godsvolymerna, medan energiindustrin stod för 28 procent och övriga industrier för 8 procent.|1
I en medierådgivning sa NTSB att efter efterföljande testning &quot;misslyckades tågdetekteringssystemet intermittent&quot;. &#39;&#39;|0
Vanligtvis kan sändningseffektnivån minskas när störningsbruset är över ett fördefinierat värde.|1
Det började med programvara som kunde hämta data som skrevs in på datorns tangentbord (&quot;keyloggers&quot;), och sedan kom mer komplexa mekanismer till scenen, som nätfiske och pharming.|1
Huvuddelen av leveranserna inkluderar olika AC- och CXE-förstärkarlösningar och produkter från DINH Telecom, ett företag som Teleste förvärvade i våras.|1
Risto Raty, Teklas vice vd, sa att Tekla Structures och ArchiCAD kommer att täcka hela design- och dokumentationsarbetsflödet under ett byggprojekt.|1
Butikerna finns i huvudstadsregionen och Paijat-Hame-regionen.|1
Den finska skogsmaskinstillverkaren Ponsse har kommit överens med Volvo om att starta samarbetet i Latinamerika.|2
Tidigare ägde Grimaldi 46,43 procent av aktierna i det finska företaget efter uppköpserbjudandet i november 2006.|1
Den maximala obligatoriska totala transaktionen per dag är ISK 400 000 000 marknadsvärde.|1
HK Ruokatalos mål är att känna konsumenterna.|1
Räntenettot var 39,3 miljoner euro , en ökning från 32,7 miljoner euro .|2
Glastons välkända varumärken är Bavelloni, inom förbearbetningsmaskiner och verktyg, Tamglass och Uniglass, inom säkerhetsglasmaskiner och Albat + Wirsam inom mjukvarulösningar.|1
Det estniska parlamentet skulle rösta om ändringar av punktskattelagen på onsdagen som skulle lägga till 0,42 kroon till priset på en liter diesel och 0,45 kroon till priset på en liter bensin från början av 2010 .|1
&quot;Vårt omfattande samarbete kommer också att stärka SysOpen Digias position på den inhemska operatörsmarknaden&quot;, tillägger Kallioranta.|2
Rörelseförlusten uppgick till 0,9 miljoner euro under första halvåret 2006 jämfört med en vinst på 0,5 miljoner euro under första halvåret 2005 .|0
Metoden använder vattenburna Ultra-produkter som ger skydd åt träytor i en industriell målningsprocess där två lager topplack appliceras på exteriöra träpaneler och skivor utan separat grundfärg.|1
Kontraktet består av en ny byggnad med en yta på 18 000 kvm och renovering av befintliga byggnader.|1
POYRY PLC Ytterligare information av: Heikki Malinen, VD och koncernchef, Poyry PLC tel. +358 10 33 21307 Poyry är en global expert inom konsultation och ingenjörskonst.|1
Provisionsintäkterna sjönk till 4,6 miljoner euro från 5,1 miljoner euro motsvarande period 2007 .|0
Det finska livsmedelsföretaget Atria är på väg att förvärva två estniska köttförädlingsföretag, Woro Kommerts och Vastse-Kuuste Lihatoostus, rapporterade den officiella hemsidan www.investinestonia.com.|1
Rörelseresultatet för sexmånadersperioden minskade från 21 miljoner euro, medan nettoomsättningen ökade från 436,9 miljoner euro, jämfört med motsvarande period 2007.|0
Det är väldigt svårt att bli en kanalpartner för Google Analytics.|1
Under de närmaste åren kommer IKT-sektorns andel av elförbrukningen att höjas av smartphones ökade popularitet.|1
Benefon, ett företag inom trådlös och GPS-teknik, kommer att förse Karputer med sin TWIG-navigeringsplattform, en GPS-satellitnavigering och röstvägledning.|2
Dessutom är våra helt eldrivna kranar miljövänliga.|2
fabriksaktivitet förlänger tillväxten i februari, insatskostnader stiger: PMI|2
Ruukki förutspår en årlig försäljningstillväxt på 15-20 % och ett positivt resultat före skatt för 2010 .|2
Auburns försäljning 2007 var 41 miljoner CAD (cirka 27 miljoner euro), och företaget sysselsätter cirka 150 personer.|1
Många av handelsfartygen hade fastnat i den smala Bottenviken, där isen är tjockare, och runt Ålandsöarna.|0
Detta motsvarar 4,628 procent av Okmetics aktiekapital och röster.|1
Sommararbetsmarknaden för tonåringar är söt|2
Under 2006 var TeliaSoneras nettoomsättning 91 miljarder SEK, EBITDA var 32,266 miljarder SEK, nettoresultatet var 19,28 miljarder SEK.|1
Periodens resultat uppgick till 1,1 miljoner euro , en minskning från 1,6 miljoner euro tredje kvartalet 2008 .|0
Rörelseresultatet steg till 22,1 miljoner euro från 19,9 miljoner .|2
Vi lyckades öka vår marknadsandel av såld lägenhet&#39;&#39;, kommenterar Kari Kauniskangas, chef för YIT International Construction Services.|2
I sin tur sa Fradkov att Ryssland är intresserad av att anta finsk erfarenhet av att bilda teknikparker inom ramen för genomförandet av lagen om särskilda ekonomiska zoner.|1
BioView grundades 2000 och automatiserar laboratorietester, särskilt diagnostiska tester för cancer.|1
Fartygslossaren är helt innesluten längs hela transportlinjen till lageranläggningarna.|1
Liksom alla andra mekaniska pipetter från Biohit är även Proline Plus CE-IVD-märkt och kommer med 3 års garanti.|1
Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB och Pohjola Bank är huvudansvariga för försäljningen .|1
19 maj 2010 - Finska Lemminkainen Oyj (HEL: LEM1S) meddelade idag att de kommer att bygga en kontorsbyggnad vid Toolonlahti i centrala Helsingfors, utan att avslöja ekonomiska detaljer.|1
Bidens gröna push ger ett lyft till fossilbränsleföretag|2
Bron är en del av utvecklingsprojektet riksväg 14 .|1
Rinkuskiai ökade försäljningen med 18,1 procent till 1,37 miljoner liter, medan försäljningen av Kauno Alus växte med 14,3 procent till 960 000 liter.|2
Enligt Heikkil+Æ kommer mer än bara `` förfriskningar och energi &#39;&#39; snart att finnas i läskedrycker även i Finland.|1
Bolaget lämnade ingen utdelning under 2005 .|1
Tåget förväntas korsa det ryska territoriet om 9 dagar och nå Vostochny-hamnen.|1
De tecknade aktierna kommer att kunna handlas följande dag från registreringen.|1
Teckningsperioden för Amer Sports 2002 teckningsoptionsprogram kommer att avslutas den 31 december 2007.|1
29 september 2010 Det finska avfallshanterings- och återvinningsföretaget Lassila &amp; Tikanoja utökar sin verksamhet i Ryssland genom att introducera sin nyligen färdigställda återvinningsanläggning i staden Dubna nära Moskva.|2
Faciliteten består av ett sjuårigt lån på 200 miljoner euro 292,4 miljoner dollar och en femårig revolverande kreditfacilitet på 150 miljoner euro på 219,3 miljoner euro.|1
Dessutom kommer Pit-Produkt att gå in i de nya segmenten.|1
Enligt rederiet Viking Line kommer EU-beslutet att få betydande ekonomiska konsekvenser.|1
I slutet av mars 2009 uppgick bolagets lån till 10,113 miljoner euro.|1
En stor fråga för oss är knapparnas placering.|1
Viking Lines fraktintäkter ökade med 5,4 % till 21,46 miljoner euro och fraktvolymen ökade med 2,4 % till 70 116 lastenheter.|2
- Koncernens ackumulerade försäljning under rapportperioden var 48,2 MEUR 53,1 MEUR 1-9/2007 och vinsten före skatt var 1,2 1,4 MEUR.|1
Den finska utvecklaren av mjukvarulösningar för säkerhet och sekretess, Stonesoft Oyj, sa den 7 januari 2008 att den preliminära försäljningen av StoneGate-produkterna ökade med 59 procent på årsbasis till 3,6 miljoner euro (5,3 miljoner USD) för fjärde kvartalet 2007.|2
Företaget sa att den franska distributionsenheten Ragot för närvarande är belägen i Loudeac, Normandie, distributionsenheten Waterqueen och linjeleverantören Tortue i Saint Marcel i mitten av Frankrike och kroktillverkningsenheten VMC och krokdistributionsenheten VMC Europe i Morvillars.|1
Apple investerar 430 miljarder dollar på campus i USA, North Carolina först på östkusten|1
Det finska ingenjörs- och teknikföretaget Metso Oyj sade den 27 maj 2008 att det slutförde förvärvet av pappersmaskinsteknologi från det japanska verkstadsföretaget Mitsubishi Heavy Industries (MHI) för en ej avslöjad summa.|2
Den finska utvecklaren av laboratorievätskehantering och diagnostiska testsystem Biohit Oyj OMX Helsinki: BIOBV utfärdade tisdagen den 3 juni en vinstvarning för räkenskapsåret 2008.|0
Teleste grundades 1954 och är uppdelat i affärsområdena Broadband Cable Networks och Video Networks.|1
Förlusten före skatt uppgick till 1,2 miljoner euro , en minskning från en vinst på 2,1 miljoner euro 2004 .|0
Intel kommer att spendera 20 miljarder USD på nya amerikanska chipfabriker|1
Förvärvet kommer att avsevärt öka Kemiras försäljning och marknadsposition på den ryska metallindustrins beläggningsmarknad.|2
Ett lokalt avfallshanteringsföretag, Turun Seudun J+Ætehuolto, har planerat att inrätta en anläggning för 150 000 ton avfallsbränning.|1
&quot;Den här transaktionen stöder Huhtamakis strategiska översyn av styva plastkonsumtionsvaror&quot;, säger Huhtam+Æki Oyj:s VD Jukka Moisio.|1
Resultatet före skatt uppgick till 80,8 miljoner euro, jämfört med en förlust på 13,1 miljoner euro under motsvarande period 2009.|2
Det totala behovet av personalnedskärningar motsvarar cirka 300 årsverken .|0
Företaget genererar en nettoomsättning på cirka 600 miljoner euro 775,5 miljoner dollar årligen och har 6 000 anställda.|1
Detta resulterade i förbättrade försäljningssiffror i Sverige.|2
Ministeriet för ekonomisk utveckling och handel och industri- och energiministeriet, tillsammans med Kostroma regionala förvaltning och den ryska timmermans- och timmerexportörsunionen, har genomfört arbete för att förvärva investeringar för byggandet av ett massa- och pappersbruk i Neya sedan 2003.|1
Londons ledande aktier steg i dag nästan 100 poäng, eller 1,7 %, när marknaden öppnade.|2
Vad skulle du vilja se förändrats vid Nokias nästa försök?|1
UPM är den största producenten av journalpapper i Europa, med en marknadsandel på över 30 pct, och det är sannolikt att priserna i segmentet var i bästa fall oförändrade under kvartalet, sa analytiker.|1
Fartygets dubbelbränslemotorer kan arbeta på flytande naturgas LNG med låga utsläpp.|1
Den 29 januari 2009 lanserade Nordeas största bank Nordea och finska detaljhandelskedjan Stockmann ett regionalt unikt samarbetsprojekt: de är de första med att introducera ett gemensamt MasterCard-kreditkort som möjliggör betalningar i olika delstater och butiker.|1
Gruppen planerar också att lansera Atria Grand , Whitefield med 270 rum , ett femstjärnigt lyxhotell 2009 .|1
( ADP News ) - 11 december 2008 - Den finska leverantören av strömförsörjningslösningar Efore Oyj ( OMX : EFO1V ) sa i går att de öppnade ett laboratorium för teknisk forskning och utveckling (FoU) vid Helsingfors tekniska universitet.|1
Sanoma News annonsförsäljning minskade med 22 % under året.|0
Viktiga skäl att läsa den här rapporten: - Rapporten innehåller endast relevant information och utelämnar alltför mycket data.|1
Engångskostnaderna för Talentums affärsområde Premedia av omstruktureringen kommer att uppgå till 2,0 miljoner euro 2,7 miljoner dollar och kommer att inkluderas i företagets finansiella resultat för andra kvartalet 2007.|1
Företagets rörelsevinst för 2006 uppgick till 39,6 miljoner euro (57,9 miljoner USD).|1
Vid något tillfälle kommer det att spridas även till Iran och Irak.|1
Koncernens intäkter uppgår till över 80 miljoner euro, varav cirka hälften står för export.|1
Verkställande direktören Olli-Pekka Kallasvuos förändringar på tisdagen markerar tredje gången på nio månader att företaget har blandat om chefer och verksamheter när Nokia tappar mark till Apples iPhone och RIM:s BlackBerry.|0
Fortum förväntar sig att dess årliga investeringar under de kommande fyra till fem åren kommer att ligga inom intervallet 0,8-1,2 miljarder EUR, som tidigare meddelats.|1
För att kolla in dem eller lägga ett bud kommer de att finnas i Deka Showroom, Fortitude Valley.|1
Jag använder naturliga fibrer för att göra kläderna mer bekväma, för att din hud ska kunna andas och för att vara miljövänlig.|2
Neomarkka har spelat en ledande roll i en grupp som har som mål att återuppta produktionen av specialcellulosafiber i Valkeakoski.|1
Fas III av forskningen kommer därför inte att genomföras av Abbott.|1
ASPOCOMP GROUP OYJ BÖRSMEDDELANDE 15 december 2006 kl. 16:50 Enligt informationen som Aspocomp Group Oyj mottagit idag har Henrik Nybergs andel av Aspocomp Group Oyj:s aktiekapital och röster minskat till under 5 procent.|1
Majoriteten av bolagets personal i Finland är tillfälligt permitterad från en till sex veckor under perioden februari till juni 2009 .|0
Bolaget redovisar en förlust för perioden på 0,4 miljoner euro jämfört med en förlust på 1,9 miljoner euro under motsvarande period 2005 .|2
RIM har förnyat BlackBerry OS UI med 6.0 versionen av det mobila operativsystemet.|1
Niam erbjuder finansiella investerare hög avkastning genom investeringar i fonder som i sin tur investerar i alla typer av fastigheter.|1
&quot; Prioriteringen för 2009 var att stärka företagets balansräkning och öka kassaflödet , &quot; sa VD Hannu Krook .|2
Läkemedelsmarknaden i Belgien Global Research &amp; Data Services publicerade nyligen en marknadsanalys om läkemedelsmarknaderna i Belgien.|1
Ordern omfattar fyra kulbruk, som kommer att organiseras i två olika strömmar för behandling av malm i Pilanesbergs platinagruva.|1
Nedsättningsbeskedet gällde 17 personer.|0
Nettoomsättningen minskade till 91,6 miljoner euro från 109 miljoner euro under motsvarande period 2005 .|0
I januari-september 2009 ökade koncernens räntenetto till 112,4 miljoner euro från 74,3 miljoner euro i januari-september 2008.|2
Bokslutet inkluderar koncernens koncernredovisning, förvaltningsberättelsen, revisionsberättelsen och bolagsstyrningsrapporten.|1
Aktieägare har rätt att på dagordningen för bolagsstämman ta upp ärenden som faller inom bolagsstämmans behörighet.|1
Företaget förväntar sig en försäljningsintäkter på 8,0 miljarder RMB under 2009.|1
Elcoteqs orderstock har stabiliserats under de senaste veckorna, sa Krippl.|2
Technopolis planerar också att bygga en teknikpark för 100 miljoner euro i den särskilda ekonomiska zonen Neudorf i St. Petersburg, sade S:t Petersburgs regering i februari.|1
Vinst per aktie ( EPS ) uppgick till en förlust på 0,06 EUR .|0
Vinsten före skatt ökade till 21,9 miljoner euro från 3,1 miljoner euro.|2
Fortum överväger nu att delta i kärnenergiprojekt utanför Finland.|1
Anläggningen kommer i framtiden att fokusera på tillverkning av flänsprofiler för vindkraftstorn.|1
Den ekoeffektiva byggnaden i fem våningar kommer att ha en bruttoyta på cirka 15 000 kvm. Det kommer även att omfatta lägenheter.|1
Storbritanniens coronavirusvaccin har försvagat sambandet mellan infektioner och dödsfall, säger forskare|2
Bolaget får när som helst inneha högst en tiondel av samtliga aktier.|1
Andra operatörer och telefontillverkare visar det som en positiv händelse som kommer att öka intresset för avancerade telefoner och dyrare dataplaner.|2
I Sverige omfattar avtalet även datakommunikationstjänster.|1
Handenheten har också en Media Bar för snabb åtkomst till favoritmedia och applikationer, inklusive musik, foton, YouTube eller Ovi Share.|1
Från Merisatama till världens yttersta hörn Asfaltti Osakeyhti+¦ Lemmink+Æinen grundades 1910 av en grupp byggmästare i Helsingfors som specialistföretag och underleverantör.|1
Till en början planerade kontraktet byggandet av tre färjor med option på ytterligare två enheter, ytterligare bekräftat till ett totalt värde av 500 miljoner euro (645,8 miljoner USD).|2
Finska Ponsse har tecknat ett avtal med Babcock Africa för distribution och support av Ponsse skogsmaskiner, skördaraggregat och informationssystem i Sydafrika.|2
Även tillfälliga permitteringar som påverkar hela personalstyrkan kommer att genomföras.|0
Rörelseresultatet steg till 26,7 miljoner euro från 14,9 miljoner euro under motsvarande period 2006 .|2
Delårsrapporten för första kvartalet publiceras den 8 maj 2009 .|1
Vinsten per aktie för kvartalet landade på 0,36 euro, upp från 0,33 euro för ett år sedan och över prognosen på 0,33 euro.|2
Regulatory News: Valberedningen för Cybercom (STO: CYBE), som är enig i sitt förslag, föreslår att Jon Risfelt väljs till ny styrelseordförande.|1
Outokumpus vd Juha Rantanen uttryckte sitt förtroende för den kinesiska marknaden.|2
Genom att tillhandahålla hanterade tjänster tar Nokia ansvar för att bygga, driva och överföra samt optimera Indosat 3G-nätverket.|1
`` Andra kvartalet 2010 var det första kvartalet med tillväxt i nettoomsättning sedan tredje kvartalet 2008, säger Magnus Rosen, Ramirents VD.|2
Kones fabrik belägen i Ayanambakkam, en förort väster om Chennai, är en helt integrerad anläggning som ger den möjlighet att hantera kostnader.|2
Andra potentiella kunder är offentliga förvaltningsorganisationer som investerar i elnät och tjänster.|1
Operatören är en av 6 operatörer som har beviljats en WiMAX-licens i Taiwan och hoppas bli den första att lansera kommersiella tjänster i början av 2009.|1
` Vårt strategiska samarbete med Rentakran ger oss nya kunder och redan fungerande relationer med myndigheterna i de nya territorierna, säger Jarmo Laasanen, senior manager på Cramo.|2
Ordern består av outsourcad applikationshantering, support och planering för Tecnotree och tredjepartsapplikationer.|1
Engångskostnaderna på 0,7 miljoner euro har bokförts för tredje kvartalet .|1
Ordern omfattar även designtjänster, hårdvara, mjukvarulicenser samt underhållstjänster över sex år.|1
Företaget designar, tillverkar och marknadsför högkvalitativa kläder, inredningstextilier, väskor och andra accessoarer.|1
Hittills har norska Norske Skog minskat personalstyrkan med 1 000 personer och planerar att minska produktionen med 200 000 ton under 2008 , medan finlandssvenska Stora Enso ska minska personalstyrkan med 1 700 personer och produktionen med 500 000 ton .|0
Utöver sin andel i MegaFon äger Telecominvest för närvarande 100 % av aktierna i Web Plus och St. Petersburg Payphones, 51 % i tillverkaren av telekomutrustning Peter-Servis och ett antal andra mindre tillgångar.|1
Som rapporterades den 26 juni, fortsatte &quot;båda kretsarna att växelvis rapportera banan som ledig och sedan ockuperad nästan konstant från den 17 juni, då en del av spårsignalanordningen byttes ut, till tidpunkten för kraschen, enligt Metro-källan. &#39;&#39;|1
Nokian-däcket bevisar sin höga säkerhet utmärkt i de viktiga köregenskaperna stabilitet med märke 1,4, köregenskaper 1,5 och bromsning på vått väglag med 1,9.|2
Dess styrelse kommer att föreslå en utdelning på 0,12 euro per aktie för 2010, upp från 0,08 euro per aktie som betalades 2009.|2
Världens näst största tillverkare av rostfritt stål sa att nettovinsten under tremånadersperioden fram till den 31 december ökade till 603 miljoner euro 781 miljoner dollar, eller 3,33 euro 4,31 dollar per aktie, från 172 miljoner euro, eller 0,94 euro per aktie. aktie , föregående år .|2
Företaget driver kraftverk i Tyumen- och Chelyabinsk-regionerna och i Khanty-Mansi autonoma distrikt.|1
Flerfamiljshuset kommer att ha ett bra läge, nära till centrum och nära till både skola och dagis.|2
Före transaktionen, vars ekonomiska villkor inte har offentliggjorts, ägde Alma Media 40 % av Kotikokki netto.|1
Siffran inkluderar inte livsmedelsexport från Finland.|1
Honkarakenne beslutade också i går att sälja 88 500 av sina B-aktier till nyckelpersoner för 2,90 euro per aktie.|1
Även stadens försäkringsbolag, If Skadeförsäkring, har sagt att det inte kommer att betala ersättning.|0
Intäkterna växte med 12 procent till (x20ac) 3,6 miljarder (4,5 miljarder USD).|2
Etteplan hade 2007 en omsättning på 125,2 miljoner euro.|1
Ahlstrom Corporation BÖRSMEDDELANDE 2008-02-13 Ahlstrom, en global ledare inom högpresterande fiberbaserade material, tillkännagav idag att förvärvet av Friend Group Inc., som består av West Carrollton Parchment Company och West Carrollton Converting Company, slutförts.|1
Företagen har kommit överens om ett långsiktigt samarbete för att mekanisera skörden i Stora Ensos eukalyptusplantager i södra Kina.|2
Det finska kraftbolaget Fortum rapporterar att 89 % av dess el genererades utan koldioxidutsläpp 2007.|1
Baserat i Helsingfors, Finland, har Ramirent filialer i 13 nordiska, centrala och östeuropeiska länder.|1
`` Vi har ett licensavtal med Nokia Corp. som delvis löper ut den 9 april 2007.|1
Finska Vacon har tecknat betydande avtal med Norwegian Scandinavian Electric Systems (SES) om leverans av frekvensomriktare.|2
Bolaget uppskattar nu att omsättningen under 2010 kommer att öka avsevärt från 2009 och att rörelseresultatet är klart positivt.|2
I september 2010 gick den finska koncernen överens om att köpa det danska företaget Rose Poultry AS för upp till 23,9 miljoner euro i en kombination av kontanter och aktier.|2
Efter emissionen kommer antalet aktier i det svenska bolaget att växa med 9 %.|1
Koncernen äger och driver en flotta på mer än 800 dwt, medan containerkapaciteten är 17 000 TEU, och förvaltar en diversifierad flotta av sin egen rullande järnvägsmateriel på över 17 000 enheter.|1
Rörelseförlusten uppgick till 0,7 miljoner euro jämfört med en vinst på 0,8 miljoner euro under andra kvartalet 2005 .|0
Vinsten per aktie för januari-juni 2010 var 0,30 EUR, en ökning med 20 % jämfört med föregående år 0,25 EUR.|2
Studierna beräknas starta under 2008 .|1
Den kombinerar en perfekt prisprestanda med sofistikerade förvaltningsfaciliteter, sa företaget.|2
Efter övertagandet kommer Cramo att bli den näst största leverantören av hyrestjänster på den lettiska marknaden.|2
Företaget rapporterade idag en rörelseförlust på 0,1 miljoner euro på en nettoomsättning på 4,5 miljoner euro för första kvartalet 2008 .|0
3G-dataabonnenter hjälper också till att upprätthålla dessa tillväxtnivåer, eftersom abonnemang med endast data pressar på för fler SIM-ägande.|1
Garmin föll med 4,5 procent till $34,53 vid 13:33 i New York, medan Google sjönk 0,7 procent till $576,50.|1
Cirka 250 personer, av vilka mer än 200 är arbetare, kommer att gå i pension från Brahestadbruket mellan 2008 och 2011.|1
Försäkringar bör vara enkla.|1
Dess marknadsandel är 6 procent enligt AC Nielsens uppgifter från 2008.|1
Europeiska centralbanken ECB förväntas höja sin referensränta tidigast under andra halvåret 2011.|1
Den avyttrade andelen representerade cirka 2,7 miljoner aktier i Okmetics kapital.|1
Cencorps nettoomsättning under det första kvartalet uppskattas till 0,9-1,2 miljoner euro, jämfört med 4,5 miljoner euro under första kvartalet 2008.|0
Enligt vice VD Pekka Silvennoinen är målet en dubbel omsättning under de kommande tre åren.|2
